drug,event,is_anomaly,anomaly_score,count,prr,death_rate
Pembrolizumab,Status epilepticus,Yes,0.5309,1,46.080,0.0%
Pembrolizumab,Adrenocortical insufficiency acute,No,0.4535,1,23.040,0.0%
Pembrolizumab,Neoplasm,No,0.4187,1,1.096,100.0%
Pembrolizumab,Musculoskeletal pain,No,0.3654,1,0.853,0.0%
Pembrolizumab,Partial seizures,No,0.3741,1,5.759,0.0%
Pembrolizumab,Blood glucose increased,No,0.3655,1,0.959,0.0%
Pembrolizumab,Chest discomfort,No,0.4519,1,0.561,0.0%
Pembrolizumab,Bacterial infection,No,0.4428,1,2.303,0.0%
Pembrolizumab,Therapy cessation,No,0.4299,1,1.354,100.0%
Nivolumab,Adrenal insufficiency,Yes,0.6769,15,15.304,13.3%
Nivolumab,Intestinal perforation,No,0.3798,2,1.853,0.0%
Nivolumab,Ileus paralytic,No,0.4067,2,8.262,0.0%
Nivolumab,Pneumonitis,Yes,0.7007,28,7.367,25.0%
Nivolumab,Lung infiltration,No,0.3895,2,4.543,0.0%
Nivolumab,Renal failure,No,0.4551,6,1.336,0.0%
Nivolumab,Pneumothorax,No,0.3632,1,1.464,0.0%
Nivolumab,Pulmonary embolism,No,0.4954,9,2.103,22.2%
Nivolumab,Colitis,Yes,0.7737,55,16.719,0.0%
Nivolumab,Necrotising fasciitis,No,0.3636,1,3.243,0.0%
Nivolumab,Septic shock,No,0.4298,3,1.419,33.3%
Nivolumab,Pyrexia,Yes,0.7349,60,3.748,10.0%
Nivolumab,Hypotension,Yes,0.5247,11,2.472,18.2%
Nivolumab,Incorrect dose administered,No,0.3634,1,1.621,0.0%
Nivolumab,Hypertension,No,0.3881,2,0.506,0.0%
Nivolumab,Constipation,No,0.3924,2,0.213,0.0%
Nivolumab,Paraparesis,No,0.4521,1,22.706,0.0%
Nivolumab,VIIth nerve paralysis,No,0.3631,1,1.891,0.0%
Nivolumab,Gastritis,No,0.4455,4,4.919,0.0%
Nivolumab,Diarrhoea,Yes,0.7045,54,1.940,7.4%
Nivolumab,Fatigue,Yes,0.5634,15,0.513,26.7%
Nivolumab,Drug-induced liver injury,No,0.3634,1,1.418,0.0%
Nivolumab,Dysphagia,No,0.4531,5,1.589,40.0%
Nivolumab,Confusional state,Yes,0.5234,10,3.169,40.0%
Nivolumab,Abdominal pain,Yes,0.5161,11,1.499,18.2%
Nivolumab,Lipase increased,Yes,0.5514,6,13.676,0.0%
Nivolumab,Myocardial infarction,No,0.4211,1,0.527,100.0%
Nivolumab,Hyperthyroidism,Yes,0.6568,11,23.979,9.1%
Nivolumab,Dyspnoea,Yes,0.5687,15,1.088,26.7%
Nivolumab,Pemphigoid,No,0.3937,1,9.082,0.0%
Nivolumab,Transaminases increased,Yes,0.6060,12,9.473,16.7%
Nivolumab,Diplopia,No,0.3622,1,2.063,0.0%
Nivolumab,Diabetic ketoacidosis,Yes,0.5161,4,15.172,0.0%
Nivolumab,Pancreatitis,No,0.4936,6,5.695,33.3%
Nivolumab,Hyperglycaemia,Yes,0.5467,10,6.175,0.0%
Nivolumab,Rash generalised,No,0.4501,2,1.892,0.0%
Nivolumab,Lung infection,No,0.4092,3,2.199,0.0%
Nivolumab,Hypoxia,No,0.4427,5,2.585,0.0%
Nivolumab,Chills,No,0.4234,4,1.279,0.0%
Nivolumab,Tumour flare,No,0.3937,1,9.082,0.0%
Nivolumab,Headache,No,0.4952,9,1.203,0.0%
Nivolumab,Sinusitis,No,0.3809,2,1.682,0.0%
Nivolumab,Pneumonia,Yes,0.5235,11,0.941,45.5%
Nivolumab,Blood creatinine increased,No,0.4713,7,1.779,28.6%
Nivolumab,Hypercalcaemia,Yes,0.5062,5,6.697,60.0%
Nivolumab,Enterocolitis infectious,No,0.4568,2,18.179,0.0%
Nivolumab,Cardiomyopathy,No,0.4587,2,2.672,100.0%
Nivolumab,Upper gastrointestinal haemorrhage,No,0.3640,1,2.389,0.0%
Nivolumab,Gastritis erosive,No,0.4122,1,15.137,0.0%
Nivolumab,Erosive duodenitis,No,0.4122,1,15.137,0.0%
Nivolumab,Lower gastrointestinal haemorrhage,No,0.3768,1,6.487,0.0%
Nivolumab,Anaemia,No,0.4642,7,0.523,42.9%
Nivolumab,Sepsis,No,0.4954,6,0.972,66.7%
Nivolumab,Lethargy,No,0.4215,2,2.064,50.0%
Nivolumab,Hypocalcaemia,No,0.4188,1,0.965,100.0%
Nivolumab,Alanine aminotransferase increased,Yes,0.6698,22,6.298,54.5%
Nivolumab,Sinus tachycardia,No,0.4163,1,1.974,100.0%
Nivolumab,Malignant neoplasm progression,Yes,0.7597,68,5.207,92.6%
Nivolumab,Cholecystitis,No,0.4189,1,3.027,100.0%
Nivolumab,Dermatitis bullous,No,0.4471,1,7.568,100.0%
Nivolumab,Hypomagnesaemia,No,0.4213,2,1.335,50.0%
Nivolumab,Aspartate aminotransferase increased,Yes,0.6296,18,5.369,50.0%
Nivolumab,Blood bilirubin increased,No,0.4884,6,4.270,50.0%
Nivolumab,Renal failure acute,No,0.3695,1,0.341,0.0%
Nivolumab,Myalgia,No,0.3695,1,0.346,0.0%
Nivolumab,Nausea,Yes,0.6020,21,0.685,19.0%
Nivolumab,Encephalopathy,No,0.4752,3,5.684,66.7%
Nivolumab,Rash,No,0.4828,4,0.260,50.0%
Nivolumab,Decreased appetite,No,0.4673,5,0.406,40.0%
Nivolumab,Hypothyroidism,Yes,0.6056,10,13.857,30.0%
Nivolumab,Cardiac failure,No,0.4249,2,0.955,50.0%
Nivolumab,Biliary tract infection,No,0.3768,1,6.487,0.0%
Nivolumab,Ascites,No,0.4249,2,0.965,50.0%
Nivolumab,Thrombocytopenia,No,0.3782,1,0.096,0.0%
Nivolumab,Hyperbilirubinaemia,No,0.3834,2,3.951,0.0%
Nivolumab,Vomiting,Yes,0.5940,19,1.024,21.1%
Nivolumab,Pulmonary haemorrhage,No,0.4180,1,2.270,100.0%
Nivolumab,Acute kidney injury,Yes,0.5639,12,5.130,33.3%
Nivolumab,Pleural effusion,Yes,0.5221,9,1.915,66.7%
Nivolumab,Death,Yes,0.5103,4,0.119,100.0%
Nivolumab,Non-small cell lung cancer metastatic,No,0.4224,1,3.784,100.0%
Nivolumab,Dizziness,No,0.4869,3,0.386,100.0%
Nivolumab,Encephalitis,No,0.3741,1,5.676,0.0%
Nivolumab,Hyponatraemia,Yes,0.5344,11,3.957,9.1%
Nivolumab,Hemiparesis,No,0.3640,1,2.389,0.0%
Nivolumab,Embolism,No,0.4161,2,2.596,50.0%
Nivolumab,Oesophageal fistula,No,0.4122,1,15.137,0.0%
Nivolumab,Dehydration,Yes,0.5898,18,2.073,22.2%
Nivolumab,Atrioventricular block complete,No,0.4864,1,15.137,100.0%
Nivolumab,Myasthenia gravis,No,0.4446,2,7.574,50.0%
Nivolumab,Duodenal ulcer haemorrhage,Yes,0.5184,1,22.706,100.0%
Nivolumab,Atrioventricular block,No,0.4540,1,9.082,100.0%
Nivolumab,Respiratory failure,Yes,0.5388,8,2.496,87.5%
Nivolumab,Epididymitis,No,0.4521,1,22.706,0.0%
Nivolumab,Neutropenia,No,0.4349,2,0.151,50.0%
Nivolumab,Myasthenic syndrome,Yes,0.5864,1,45.412,100.0%
Nivolumab,Hypopituitarism,Yes,0.6384,7,26.618,28.6%
Nivolumab,Cough,No,0.4931,9,1.721,11.1%
Nivolumab,Bronchitis,No,0.3809,2,1.682,0.0%
Nivolumab,Bacteraemia,No,0.3634,1,2.162,0.0%
Nivolumab,Syncope,No,0.4091,3,1.404,0.0%
Nivolumab,Facial nerve disorder,No,0.4521,1,22.706,0.0%
Nivolumab,Autoimmune colitis,Yes,0.5504,3,27.291,0.0%
Nivolumab,Muscular weakness,No,0.4444,4,1.419,25.0%
Nivolumab,Pulmonary oedema,No,0.3798,2,1.853,0.0%
Nivolumab,Adrenocortical insufficiency acute,Yes,0.5184,1,22.706,100.0%
Nivolumab,Pneumonia aspiration,No,0.4592,3,4.546,66.7%
Nivolumab,Hepatitis,No,0.4008,3,3.030,0.0%
Nivolumab,Autoimmune hepatitis,Yes,0.6704,12,21.990,0.0%
Nivolumab,Hypophysitis,Yes,0.6949,14,26.770,7.1%
Nivolumab,Febrile neutropenia,No,0.3945,2,0.187,0.0%
Nivolumab,Escherichia infection,No,0.4122,1,15.137,0.0%
Nivolumab,Acute respiratory failure,No,0.4155,1,1.464,100.0%
Nivolumab,Hepatic enzyme increased,No,0.4269,3,1.770,33.3%
Nivolumab,Secondary adrenocortical insufficiency,No,0.4729,2,12.984,50.0%
Nivolumab,Diabetes mellitus,No,0.3640,1,1.080,0.0%
Nivolumab,Cystitis,No,0.3799,2,2.596,0.0%
Nivolumab,Polydipsia,Yes,0.5273,1,45.412,0.0%
Nivolumab,Enterocolitis,No,0.4533,4,7.001,0.0%
Nivolumab,Fall,No,0.3887,2,0.512,0.0%
Nivolumab,Polymyositis,No,0.4225,1,0.000,0.0%
Nivolumab,Rhabdomyolysis,No,0.4257,2,4.327,50.0%
Nivolumab,Tumour lysis syndrome,No,0.4751,3,2.272,100.0%
Nivolumab,Myocarditis,No,0.4179,1,2.671,100.0%
Nivolumab,Toxic epidermal necrolysis,No,0.4174,1,2.162,100.0%
Nivolumab,Colitis ulcerative,No,0.4412,1,6.487,100.0%
Nivolumab,Drug intolerance,No,0.4338,1,0.546,100.0%
Nivolumab,Performance status decreased,No,0.4312,1,3.784,100.0%
Nivolumab,Non-small cell lung cancer,No,0.4320,1,1.164,100.0%
Nivolumab,Asthenia,No,0.4731,2,0.171,100.0%
Nivolumab,Acute respiratory distress syndrome,No,0.3811,2,2.455,0.0%
Nivolumab,Posterior reversible encephalopathy syndrome,No,0.3634,1,1.565,0.0%
Nivolumab,Hypogonadism male,No,0.4225,1,0.000,0.0%
Nivolumab,Hypokalaemia,No,0.4443,5,2.394,20.0%
Nivolumab,Aplastic anaemia,No,0.3768,1,6.487,0.0%
Nivolumab,Medical device discomfort,No,0.4225,1,0.000,0.0%
Nivolumab,Hydronephrosis,No,0.3631,1,1.891,0.0%
Nivolumab,Cytokine release syndrome,No,0.3688,1,0.221,0.0%
Nivolumab,Varicocele,No,0.4225,1,0.000,0.0%
Nivolumab,Testicular pain,No,0.4225,1,0.000,0.0%
Nivolumab,Fear of death,No,0.4122,1,15.137,0.0%
Nivolumab,Urinary tract infection,No,0.3878,2,0.457,0.0%
Nivolumab,Breast pain,No,0.4122,1,15.137,0.0%
Nivolumab,Metastatic malignant melanoma,No,0.3613,1,1.816,0.0%
Nivolumab,Small intestinal obstruction,No,0.4542,3,2.783,66.7%
Nivolumab,Immunodeficiency,No,0.3821,1,7.568,0.0%
Nivolumab,Dyspepsia,No,0.3694,1,0.420,0.0%
Nivolumab,Multiple organ dysfunction syndrome,Yes,0.5476,4,13.004,75.0%
Nivolumab,Platelet count decreased,No,0.4798,5,0.534,80.0%
Nivolumab,Bandaemia,No,0.4225,1,0.000,0.0%
Nivolumab,Pharyngeal oedema,No,0.3639,1,3.784,0.0%
Nivolumab,Infusion related reaction,No,0.4381,5,1.804,20.0%
Nivolumab,Fulminant type 1 diabetes mellitus,Yes,0.6716,2,90.901,0.0%
Nivolumab,Taste disorder,No,0.3937,1,9.082,0.0%
Nivolumab,Pruritus,No,0.4273,4,0.697,25.0%
Nivolumab,Chest discomfort,No,0.3690,1,0.553,0.0%
Nivolumab,Leukoderma,Yes,0.5426,3,0.000,0.0%
Nivolumab,Off label use,No,0.4930,9,0.965,44.4%
Nivolumab,Pain,No,0.4519,5,0.760,40.0%
Nivolumab,Arthralgia,No,0.4963,4,0.705,25.0%
Nivolumab,Ileus,No,0.3815,2,3.028,0.0%
Nivolumab,Enteritis,Yes,0.6145,5,28.474,0.0%
Nivolumab,Sudden death,No,0.4726,2,5.346,100.0%
Nivolumab,Chronic respiratory failure,No,0.4965,1,0.000,100.0%
Nivolumab,Interstitial lung disease,No,0.4699,6,1.684,50.0%
Nivolumab,Oedema,No,0.4243,2,1.107,50.0%
Nivolumab,Back pain,No,0.4691,5,0.945,20.0%
Nivolumab,Rash maculo-papular,No,0.4086,3,2.272,0.0%
Nivolumab,Systemic inflammatory response syndrome,No,0.4425,3,9.095,0.0%
Nivolumab,Pancreatitis acute,No,0.3973,2,5.680,0.0%
Nivolumab,Urinary retention,No,0.4192,1,2.389,100.0%
Nivolumab,Guillain-Barre syndrome,No,0.3741,1,5.676,0.0%
Nivolumab,Troponin I increased,Yes,0.5273,1,45.412,0.0%
Nivolumab,Ischaemic neuropathy,No,0.4225,1,0.000,0.0%
Nivolumab,Autoimmune pancreatitis,Yes,0.6716,2,90.901,0.0%
Nivolumab,Blood alkaline phosphatase increased,Yes,0.5599,8,6.519,75.0%
Nivolumab,Influenza like illness,No,0.3797,2,1.932,0.0%
Nivolumab,Disseminated intravascular coagulation,No,0.3638,1,1.261,0.0%
Nivolumab,Skin infection,No,0.3636,1,3.492,0.0%
Nivolumab,Atrial fibrillation,No,0.3880,2,0.527,0.0%
Nivolumab,Atrial flutter,No,0.4361,2,5.346,50.0%
Nivolumab,Gastric ulcer,No,0.4163,1,1.974,100.0%
Nivolumab,Pericardial effusion malignant,No,0.4225,1,0.000,0.0%
Nivolumab,Weight decreased,No,0.4256,1,0.164,100.0%
Nivolumab,Liver injury,No,0.4793,2,6.991,100.0%
Nivolumab,Metastases to lung,No,0.4193,1,1.107,100.0%
Nivolumab,Metastases to liver,No,0.4214,1,0.546,100.0%
Nivolumab,Metastases to abdominal cavity,No,0.4864,1,15.137,100.0%
Nivolumab,Metastases to kidney,No,0.4965,1,0.000,100.0%
Nivolumab,Carcinoid tumour,No,0.4965,1,0.000,100.0%
Nivolumab,Gastric disorder,No,0.4187,1,2.837,100.0%
Nivolumab,Body temperature increased,No,0.4163,1,1.974,100.0%
Nivolumab,Flushing,No,0.4210,1,0.769,100.0%
Nivolumab,Haemoglobin decreased,No,0.4489,3,0.531,66.7%
Nivolumab,Nasopharyngitis,No,0.4211,1,0.533,100.0%
Nivolumab,Nasal congestion,No,0.4180,1,2.270,100.0%
Nivolumab,Blood pressure increased,No,0.4200,1,0.493,100.0%
Nivolumab,Peripheral swelling,No,0.4248,1,0.357,100.0%
Nivolumab,Joint swelling,No,0.4210,1,0.782,100.0%
Nivolumab,Ocular hyperaemia,No,0.4143,1,1.621,100.0%
Nivolumab,Eye swelling,No,0.4179,1,2.671,100.0%
Nivolumab,Inguinal hernia,Yes,0.5864,1,45.412,100.0%
Nivolumab,Groin pain,No,0.4655,1,11.352,100.0%
Nivolumab,Sciatica,No,0.4334,1,5.676,100.0%
Nivolumab,Pain in extremity,No,0.4353,3,0.657,33.3%
Nivolumab,Osteoarthritis,No,0.4334,1,5.676,100.0%
Nivolumab,Oedema peripheral,No,0.4522,3,0.920,66.7%
Nivolumab,Faeces soft,No,0.4471,1,7.568,100.0%
Nivolumab,Heart rate increased,No,0.4223,1,0.581,100.0%
Nivolumab,Product dose omission issue,No,0.4189,1,3.027,100.0%
Nivolumab,Product delivery mechanism issue,No,0.4965,1,0.000,100.0%
Nivolumab,Metastases to central nervous system,No,0.3694,1,0.405,0.0%
Nivolumab,Liver carcinoma ruptured,Yes,0.4997,1,0.000,100.0%
Nivolumab,Hepatic function abnormal,Yes,0.6056,10,8.162,80.0%
Nivolumab,Renal impairment,No,0.4350,1,0.387,100.0%
Nivolumab,Coma,No,0.4137,1,1.816,100.0%
Nivolumab,Thyroxine free decreased,Yes,0.6246,2,45.449,100.0%
Nivolumab,Malignant pleural effusion,No,0.4179,1,2.671,100.0%
Nivolumab,Gamma-glutamyltransferase increased,Yes,0.5992,7,11.405,100.0%
Nivolumab,Lymphangiosis carcinomatosa,No,0.4889,2,9.089,100.0%
Nivolumab,Gastrooesophageal reflux disease,No,0.3683,1,0.698,0.0%
Nivolumab,Lung disorder,No,0.4453,3,2.164,66.7%
Nivolumab,Psoriasis,No,0.4225,1,4.128,100.0%
Nivolumab,Hyperuricaemia,No,0.3768,1,6.487,0.0%
Nivolumab,Spinal pain,No,0.3768,1,6.487,0.0%
Nivolumab,Tri-iodothyronine free decreased,Yes,0.6877,2,90.901,100.0%
Nivolumab,Hypoglycaemia,No,0.4179,1,2.671,100.0%
Nivolumab,Peripheral sensory neuropathy,No,0.3634,1,1.375,0.0%
Nivolumab,Arrhythmia,No,0.4155,1,1.513,100.0%
Nivolumab,Torticollis,No,0.4965,1,0.000,100.0%
Nivolumab,Myositis,No,0.4797,2,6.491,100.0%
Nivolumab,Rash papular,No,0.3693,1,4.540,0.0%
Nivolumab,Pneumocystis jirovecii pneumonia,No,0.3811,2,2.455,0.0%
Nivolumab,Cerebrovascular accident,No,0.3755,1,0.458,0.0%
Nivolumab,Coagulopathy,Yes,0.4980,2,8.262,100.0%
Nivolumab,Myelodysplastic syndrome,No,0.4213,1,0.677,100.0%
Nivolumab,Amylase increased,No,0.3784,1,5.676,0.0%
Nivolumab,Meningitis aseptic,No,0.4260,2,12.984,0.0%
Nivolumab,Somnolence,No,0.3676,1,0.540,0.0%
Nivolumab,Infection,No,0.3688,1,0.207,0.0%
Nivolumab,Ejaculation failure,Yes,0.5269,1,45.412,0.0%
Nivolumab,Cellulitis,No,0.4205,1,0.810,100.0%
Nivolumab,Pericardial effusion,No,0.4567,2,1.419,100.0%
Nivolumab,Generalised oedema,No,0.4198,1,3.243,100.0%
Nivolumab,Gastritis haemorrhagic,Yes,0.5273,1,45.412,0.0%
Nivolumab,Malaise,No,0.4396,3,0.351,33.3%
Nivolumab,Dysuria,No,0.3638,1,1.227,0.0%
Nivolumab,Vertigo,No,0.3657,1,1.008,0.0%
Nivolumab,Gait disturbance,No,0.3872,2,0.856,0.0%
Nivolumab,Vestibular disorder,No,0.4225,1,0.000,0.0%
Nivolumab,Tubulointerstitial nephritis,No,0.4595,3,12.404,0.0%
Nivolumab,C-reactive protein increased,No,0.4944,4,4.919,75.0%
Nivolumab,Herpes zoster,No,0.4188,1,0.965,100.0%
Nivolumab,Accidental exposure to product,No,0.3934,1,9.082,0.0%
Nivolumab,Wound,No,0.3690,1,1.891,0.0%
Nivolumab,Incoherent,No,0.4521,1,22.706,0.0%
Nivolumab,Nephropathy toxic,No,0.3636,1,3.492,0.0%
Nivolumab,Radiation necrosis,No,0.4742,2,22.724,0.0%
Nivolumab,Seizure,No,0.4094,3,2.964,0.0%
Nivolumab,Tumour haemorrhage,No,0.3639,1,4.128,0.0%
Nivolumab,Musculoskeletal disorder,No,0.3778,1,5.045,0.0%
Nivolumab,Hepatotoxicity,No,0.4309,3,3.326,33.3%
Nivolumab,Pseudarthrosis,No,0.4225,1,0.000,0.0%
Nivolumab,Autoimmune arthritis,No,0.4225,1,0.000,0.0%
Nivolumab,Oesophageal ulcer,No,0.4835,2,12.984,0.0%
Nivolumab,Bursitis,No,0.4864,1,15.137,100.0%
Nivolumab,White blood cell count increased,No,0.4540,2,1.566,100.0%
Nivolumab,Peripheral motor neuropathy,No,0.3636,1,3.492,0.0%
Nivolumab,Burning sensation,No,0.4507,1,0.945,0.0%
Nivolumab,Histiocytosis haematophagic,No,0.4412,1,6.487,100.0%
Nivolumab,Meningitis,No,0.4008,2,6.991,0.0%
Nivolumab,Brain neoplasm,No,0.3630,1,2.270,0.0%
Nivolumab,Acidosis,No,0.3983,1,11.352,0.0%
Nivolumab,Polymyalgia rheumatica,Yes,0.5273,1,45.412,0.0%
Nivolumab,Non-cardiac chest pain,No,0.4441,2,6.991,50.0%
Nivolumab,Hepatic rupture,Yes,0.4997,1,0.000,100.0%
Nivolumab,Mental status changes,No,0.3653,1,1.031,0.0%
Nivolumab,Femoral neck fracture,No,0.3768,1,6.487,0.0%
Nivolumab,Dermatomyositis,No,0.3821,1,7.568,0.0%
Nivolumab,Bone pain,No,0.4539,1,0.533,0.0%
Nivolumab,Asteatosis,No,0.4256,1,0.000,0.0%
Nivolumab,Conjunctivitis,No,0.3659,1,2.671,0.0%
Nivolumab,Vitiligo,No,0.3838,1,7.568,0.0%
Nivolumab,Nephritis,No,0.3983,1,11.352,0.0%
Nivolumab,Uveitis,Yes,0.5042,5,12.653,0.0%
Nivolumab,Thyroiditis,Yes,0.6143,4,36.418,25.0%
Nivolumab,Pneumonia bacterial,No,0.4334,1,5.676,100.0%
Nivolumab,Adrenocorticotropic hormone deficiency,Yes,0.5184,1,22.706,100.0%
Nivolumab,Prescribed underdose,No,0.4205,1,0.810,100.0%
Nivolumab,Blood lactate dehydrogenase increased,No,0.4569,2,2.329,100.0%
Nivolumab,Hepatic pain,No,0.4471,1,7.568,100.0%
Nivolumab,Angina pectoris,No,0.4301,1,2.522,100.0%
Nivolumab,Brain oedema,No,0.4301,1,2.522,100.0%
Nivolumab,Erythema multiforme,No,0.4318,1,4.128,100.0%
Nivolumab,Dysgeusia,No,0.4433,1,0.246,100.0%
Nivolumab,Thyroid disorder,No,0.4320,1,5.045,100.0%
Nivolumab,Myopathy,No,0.4412,1,6.487,100.0%
Nivolumab,Thyroid function test abnormal,No,0.4540,1,9.082,100.0%
Nivolumab,Blood potassium decreased,No,0.4198,1,1.008,100.0%
Nivolumab,Malignant melanoma,No,0.4174,1,2.162,100.0%
Nivolumab,Bile duct stenosis,No,0.4521,1,22.706,0.0%
Nivolumab,Cholangitis,No,0.4518,2,8.262,50.0%
Nivolumab,Autoimmune haemolytic anaemia,No,0.3638,1,2.522,0.0%
Nivolumab,Deafness neurosensory,No,0.4122,1,15.137,0.0%
Nivolumab,Biliary stent placement,No,0.4225,1,0.000,0.0%
Nivolumab,Transfusion,Yes,0.5020,3,9.745,66.7%
Nivolumab,Underdose,No,0.4345,1,0.667,100.0%
Nivolumab,Pancytopenia,No,0.4231,2,0.406,50.0%
Nivolumab,Duodenal ulcer,No,0.3636,1,3.492,0.0%
Nivolumab,Hypersensitivity,No,0.3686,1,0.312,0.0%
Nivolumab,Vision blurred,No,0.3670,1,0.449,0.0%
Nivolumab,Autoimmune thyroiditis,No,0.4864,1,15.137,100.0%
Nivolumab,Cholestasis,No,0.4142,1,1.746,100.0%
Nivolumab,Gastrointestinal toxicity,No,0.4200,1,3.492,100.0%
Nivolumab,Jaundice cholestatic,No,0.4864,1,15.137,100.0%
Nivolumab,Hepatocellular injury,No,0.4238,2,3.495,50.0%
Nivolumab,Epistaxis,No,0.4230,1,0.381,100.0%
Nivolumab,Organising pneumonia,No,0.3741,1,5.676,0.0%
Nivolumab,Deep vein thrombosis,No,0.3872,2,0.810,0.0%
Nivolumab,Dyspnoea at rest,No,0.4864,1,15.137,100.0%
Nivolumab,Influenza,No,0.3658,1,0.782,0.0%
Nivolumab,Liver disorder,No,0.3653,1,0.796,0.0%
Nivolumab,Metastases to skin,No,0.3616,1,2.671,0.0%
Nivolumab,Blood glucose increased,No,0.3655,1,0.945,0.0%
Nivolumab,Cardiac failure acute,No,0.3937,1,9.082,0.0%
Nivolumab,Cardiac hypertrophy,No,0.4225,1,0.000,0.0%
Nivolumab,Eosinophil count increased,No,0.3693,1,4.540,0.0%
Nivolumab,Petechiae,No,0.3634,1,2.162,0.0%
Nivolumab,Glomerulonephritis minimal lesion,No,0.4225,1,0.000,0.0%
Nivolumab,Photophobia,No,0.3741,1,5.676,0.0%
Nivolumab,Alopecia,No,0.3681,1,0.256,0.0%
Nivolumab,Melaena,No,0.4140,1,1.681,100.0%
Nivolumab,Metastasis,No,0.4137,1,1.816,100.0%
Nivolumab,Blood thyroid stimulating hormone increased,No,0.4540,1,9.082,100.0%
Nivolumab,Haemoptysis,No,0.3640,1,1.080,0.0%
Nivolumab,B-cell lymphoma,No,0.3686,1,4.128,0.0%
Nivolumab,Allergic granulomatous angiitis,Yes,0.5273,1,45.412,0.0%
Nivolumab,Cauda equina syndrome,No,0.4225,1,0.000,0.0%
Nivolumab,Failure to thrive,No,0.3616,1,2.671,0.0%
Nivolumab,Hypovolaemic shock,No,0.4521,1,22.706,0.0%
Nivolumab,Circulatory collapse,No,0.4268,1,4.540,100.0%
Nivolumab,Retinal detachment,No,0.3639,1,3.784,0.0%
Nivolumab,Vogt-Koyanagi-Harada syndrome,Yes,0.5273,1,45.412,0.0%
Nivolumab,Blood potassium abnormal,No,0.3937,1,9.082,0.0%
Nivolumab,Iridocyclitis,No,0.4521,1,22.706,0.0%
Nivolumab,Alopecia areata,No,0.4225,1,0.000,0.0%
Nivolumab,Lower respiratory tract infection,No,0.3632,1,1.464,0.0%
Nivolumab,Wound infection,No,0.3937,1,9.082,0.0%
Nivolumab,Diverticular perforation,No,0.4655,1,11.352,100.0%
Nivolumab,Hypertransaminasaemia,No,0.4156,1,15.137,0.0%
Nivolumab,Prerenal failure,No,0.3768,1,6.487,0.0%
Nivolumab,Clostridium difficile colitis,No,0.3631,1,1.891,0.0%
Nivolumab,Interleukin level increased,Yes,0.5988,1,45.412,100.0%
Nivolumab,CSF granulocyte count abnormal,Yes,0.4997,1,0.000,100.0%
Nivolumab,Wrong technique in drug usage process,No,0.4700,1,5.676,0.0%
Nivolumab,Normochromic normocytic anaemia,No,0.4122,1,15.137,0.0%
Nivolumab,General physical health deterioration,No,0.4308,3,0.920,33.3%
Nivolumab,Dermatitis exfoliative,No,0.4122,1,15.137,0.0%
Nivolumab,Encephalitis toxic,No,0.4965,1,0.000,100.0%
Nivolumab,Orthostatic hypotension,No,0.3619,1,3.027,0.0%
Nivolumab,Ischaemic stroke,No,0.4282,1,3.027,100.0%
Nivolumab,Oesophageal stenosis,No,0.4965,1,0.000,100.0%
Nivolumab,Intestinal obstruction,No,0.4210,1,0.769,100.0%
Nivolumab,Hypoalbuminaemia,No,0.4142,1,1.746,100.0%
Nivolumab,Gastrointestinal haemorrhage,No,0.4229,1,0.732,100.0%
Nivolumab,Loss of consciousness,No,0.4229,1,0.709,100.0%
Nivolumab,Aspiration,No,0.4334,1,5.676,100.0%
Nivolumab,Urticaria,No,0.4339,1,0.613,100.0%
Nivolumab,Lobar pneumonia,No,0.4122,1,15.137,0.0%
Nivolumab,Cholecystitis acute,No,0.3768,1,6.487,0.0%
Nivolumab,Inferior vena caval occlusion,No,0.4225,1,0.000,0.0%
Nivolumab,Hepatitis acute,No,0.4521,1,22.706,0.0%
Nivolumab,Gastroenteritis,No,0.3631,1,1.891,0.0%
Nivolumab,Polyneuropathy,No,0.3619,1,3.027,0.0%
Nivolumab,Volvulus,Yes,0.5273,1,45.412,0.0%
Nivolumab,Atelectasis,No,0.3627,1,1.974,0.0%
Nivolumab,Superior vena cava syndrome,No,0.3937,1,9.082,0.0%
Nivolumab,Asthma,No,0.3630,1,2.270,0.0%
Nivolumab,Endocrine disorder,No,0.4521,1,22.706,0.0%
Nivolumab,Glomerulonephritis,No,0.3983,1,11.352,0.0%
Atezolizumab,Fall,No,0.4357,5,1.646,0.0%
Atezolizumab,Syncope,No,0.4489,5,3.019,20.0%
Atezolizumab,Upper gastrointestinal haemorrhage,No,0.3619,1,3.011,0.0%
Atezolizumab,Pneumoperitoneum,No,0.4667,1,28.610,0.0%
Atezolizumab,Alanine aminotransferase increased,Yes,0.5007,10,3.329,0.0%
Atezolizumab,Diarrhoea,Yes,0.6057,22,0.949,4.5%
Atezolizumab,Pneumonia mycoplasmal,No,0.4706,1,0.000,0.0%
Atezolizumab,Neuropathic arthropathy,No,0.4706,1,0.000,0.0%
Atezolizumab,Haematuria,Yes,0.5752,9,8.793,0.0%
Atezolizumab,Staphylococcal infection,No,0.3619,1,3.011,0.0%
Atezolizumab,Cellulitis,No,0.4237,4,4.328,0.0%
Atezolizumab,Hyperglycaemia,Yes,0.5526,9,6.915,22.2%
Atezolizumab,Asthenia,Yes,0.5371,13,1.452,38.5%
Atezolizumab,Mental status changes,Yes,0.5406,5,7.178,80.0%
Atezolizumab,Autoimmune hepatitis,Yes,0.5923,7,13.429,42.9%
