drug,event,count,anomaly_score,prr,ror,chi2,serious_rate,death_rate,hosp_rate,rarity_score,reasons
Rituximab,Progressive multifocal leukoencephalopathy,5,130,14.956,14.956,40.25,1.000,0.400,0.200,9.317,PRR=14.96 (显著关联); χ²=40.2 (统计显著); 死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Blood lactate dehydrogenase increased,9,130,10.165,10.165,56.10,0.778,0.333,0.111,8.729,PRR=10.16 (显著关联); χ²=56.1 (统计显著); 死亡率=33.3%; 严重事件率=77.8%; 罕见+严重
Epcoritamab,C-reactive protein increased,10,130,11.666,11.666,71.22,1.000,0.500,0.200,8.623,PRR=11.67 (显著关联); χ²=71.2 (统计显著); 死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Intentional underdose,6,130,9.411,9.411,34.65,1.000,0.833,0.000,9.134,PRR=9.41 (显著关联); χ²=34.6 (统计显著); 死亡率=83.3%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Delirium,9,130,11.618,11.618,63.88,1.000,0.222,0.111,8.729,PRR=11.62 (显著关联); χ²=63.9 (统计显著); 死亡率=22.2%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Tumour pseudoprogression,6,130,216.536,216.536,178.20,1.000,0.333,0.333,9.134,PRR=216.54 (显著关联); χ²=178.2 (统计显著); 死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Imatinib,Leukaemia recurrent,12,130,63.093,63.093,206.49,1.000,0.583,0.083,8.441,PRR=63.09 (显著关联); χ²=206.5 (统计显著); 死亡率=58.3%; 严重事件率=100.0%; 罕见+严重
Imatinib,Chronic myeloid leukaemia,18,130,118.651,118.651,364.47,1.000,0.389,0.000,8.036,PRR=118.65 (显著关联); χ²=364.5 (统计显著); 死亡率=38.9%; 严重事件率=100.0%; 罕见+严重
Imatinib,No therapeutic response,5,130,5.456,5.456,14.46,1.000,0.600,0.400,9.317,PRR=5.46 (显著关联); χ²=14.5 (统计显著); 死亡率=60.0%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Incorrect dose administered,8,130,12.859,12.859,61.20,1.000,0.750,0.000,8.847,PRR=12.86 (显著关联); χ²=61.2 (统计显著); 死亡率=75.0%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Non-small cell lung cancer,5,130,4.812,4.812,12.78,1.000,0.600,0.400,9.317,PRR=4.81 (显著关联); χ²=12.8 (统计显著); 死亡率=60.0%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Lung cancer metastatic,6,130,50.587,50.587,112.85,1.000,0.833,0.333,9.134,PRR=50.59 (显著关联); χ²=112.9 (统计显著); 死亡率=83.3%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Dermatitis acneiform,7,130,8.745,8.745,36.85,1.000,0.571,0.286,8.980,PRR=8.75 (显著关联); χ²=36.8 (统计显著); 死亡率=57.1%; 严重事件率=100.0%; 罕见+严重
Gefitinib,Lung neoplasm malignant,11,130,4.907,4.907,28.90,1.000,0.364,0.364,8.528,PRR=4.91 (显著关联); χ²=28.9 (统计显著); 死亡率=36.4%; 严重事件率=100.0%; 罕见+严重
Gefitinib,Dry skin,14,130,3.965,3.965,26.78,0.786,0.429,0.357,8.287,PRR=3.96 (显著关联); χ²=26.8 (统计显著); 死亡率=42.9%; 严重事件率=78.6%; 罕见+严重
Gefitinib,Metastases to central nervous system,14,130,4.928,4.928,36.92,1.000,0.286,0.357,8.287,PRR=4.93 (显著关联); χ²=36.9 (统计显著); 死亡率=28.6%; 严重事件率=100.0%; 罕见+严重
Gefitinib,Rash generalised,7,130,5.653,5.653,22.29,0.857,0.286,0.143,8.980,PRR=5.65 (显著关联); χ²=22.3 (统计显著); 死亡率=28.6%; 严重事件率=85.7%; 罕见+严重
Gefitinib,Disease recurrence,8,130,13.905,13.905,66.15,1.000,0.250,0.000,8.847,PRR=13.91 (显著关联); χ²=66.2 (统计显著); 死亡率=25.0%; 严重事件率=100.0%; 罕见+严重
Gefitinib,Emphysematous cystitis,5,130,173.542,173.542,138.49,1.000,0.600,0.400,9.317,PRR=173.54 (显著关联); χ²=138.5 (统计显著); 死亡率=60.0%; 严重事件率=100.0%; 罕见+严重
Osimertinib,Dry skin,13,130,3.686,3.686,22.15,0.615,0.308,0.231,8.361,PRR=3.69 (显著关联); χ²=22.2 (统计显著); 死亡率=30.8%; 严重事件率=61.5%; 罕见+严重
Osimertinib,Intentional product misuse,5,130,7.618,7.618,22.87,0.600,0.400,0.400,9.317,PRR=7.62 (显著关联); χ²=22.9 (统计显著); 死亡率=40.0%; 严重事件率=60.0%; 罕见+严重
Crizotinib,Non-small cell lung cancer metastatic,5,130,27.440,27.440,76.32,0.800,0.400,0.200,9.317,PRR=27.44 (显著关联); χ²=76.3 (统计显著); 死亡率=40.0%; 严重事件率=80.0%; 罕见+严重
Crizotinib,Non-small cell lung cancer,18,130,36.293,36.293,327.24,0.833,0.778,0.333,8.036,PRR=36.29 (显著关联); χ²=327.2 (统计显著); 死亡率=77.8%; 严重事件率=83.3%; 罕见+严重
Crizotinib,Lung adenocarcinoma,6,130,16.475,16.475,61.69,0.667,0.333,0.167,9.134,PRR=16.47 (显著关联); χ²=61.7 (统计显著); 死亡率=33.3%; 严重事件率=66.7%; 罕见+严重
Paclitaxel,Metastases to bone,8,130,3.806,3.806,14.06,1.000,0.250,0.125,8.847,PRR=3.81 (显著关联); χ²=14.1 (统计显著); 死亡率=25.0%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Metastases to liver,11,130,4.379,4.379,23.92,1.000,0.364,0.182,8.528,PRR=4.38 (显著关联); χ²=23.9 (统计显著); 死亡率=36.4%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Breast cancer,6,130,4.579,4.579,13.96,1.000,0.333,0.000,9.134,PRR=4.58 (显著关联); χ²=14.0 (统计显著); 死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Haematotoxicity,7,130,4.513,4.513,15.94,1.000,0.286,0.143,8.980,PRR=4.51 (显著关联); χ²=15.9 (统计显著); 死亡率=28.6%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Leukopenia,11,130,3.163,3.163,14.07,0.909,0.364,0.182,8.528,PRR=3.16 (显著关联); χ²=14.1 (统计显著); 死亡率=36.4%; 严重事件率=90.9%; 罕见+严重
Paclitaxel,Alopecia,14,130,2.481,2.481,10.90,1.000,0.357,0.071,8.287,PRR=2.48 (显著关联); χ²=10.9 (统计显著); 死亡率=35.7%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Breast cancer metastatic,10,130,5.811,5.811,31.88,1.000,0.800,0.400,8.623,PRR=5.81 (显著关联); χ²=31.9 (统计显著); 死亡率=80.0%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Metastases to lung,6,130,4.834,4.834,15.05,1.000,0.333,0.333,9.134,PRR=4.83 (显著关联); χ²=15.1 (统计显著); 死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Hypoaesthesia,10,130,2.962,2.962,11.32,0.900,0.400,0.400,8.623,PRR=2.96 (显著关联); χ²=11.3 (统计显著); 死亡率=40.0%; 严重事件率=90.0%; 罕见+严重
Paclitaxel,Pancreatic carcinoma,5,130,18.125,18.125,47.99,1.000,1.000,0.000,9.317,PRR=18.13 (显著关联); χ²=48.0 (统计显著); 死亡率=100.0%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Palmar-plantar erythrodysaesthesia syndrome,11,130,4.800,4.800,27.00,1.000,0.273,0.182,8.528,PRR=4.80 (显著关联); χ²=27.0 (统计显著); 死亡率=27.3%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Metastases to liver,9,130,3.295,3.295,12.32,1.000,0.444,0.111,8.729,PRR=3.29 (显著关联); χ²=12.3 (统计显著); 死亡率=44.4%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Metastases to lung,8,130,6.462,6.462,28.71,1.000,0.625,0.250,8.847,PRR=6.46 (显著关联); χ²=28.7 (统计显著); 死亡率=62.5%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Gastrointestinal perforation,6,130,7.484,7.484,25.46,1.000,0.667,0.000,9.134,PRR=7.48 (显著关联); χ²=25.5 (统计显著); 死亡率=66.7%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Peritonitis,5,130,5.963,5.963,16.32,1.000,0.600,0.400,9.317,PRR=5.96 (显著关联); χ²=16.3 (统计显著); 死亡率=60.0%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Functional gastrointestinal disorder,5,130,27.437,27.437,61.28,1.000,1.000,0.000,9.317,PRR=27.44 (显著关联); χ²=61.3 (统计显著); 死亡率=100.0%; 严重事件率=100.0%; 罕见+严重
Doxorubicin,Hepatitis B,6,130,12.256,12.256,41.80,1.000,0.500,0.333,9.134,PRR=12.26 (显著关联); χ²=41.8 (统计显著); 死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
Doxorubicin,Toxicity to various agents,15,130,3.283,3.283,20.43,1.000,0.667,0.133,8.218,PRR=3.28 (显著关联); χ²=20.4 (统计显著); 死亡率=66.7%; 严重事件率=100.0%; 罕见+严重
Doxorubicin,Myelodysplastic syndrome,10,130,4.937,4.937,25.71,1.000,0.500,0.300,8.623,PRR=4.94 (显著关联); χ²=25.7 (统计显著); 死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
Doxorubicin,Cardiotoxicity,7,130,14.306,14.306,55.58,1.000,0.429,0.000,8.980,PRR=14.31 (显著关联); χ²=55.6 (统计显著); 死亡率=42.9%; 严重事件率=100.0%; 罕见+严重
Carboplatin,Osteosarcoma,5,130,17.467,17.467,43.39,1.000,0.400,0.000,9.317,PRR=17.47 (显著关联); χ²=43.4 (统计显著); 死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Cisplatin,Haematotoxicity,8,130,4.974,4.974,20.63,1.000,0.375,0.000,8.847,PRR=4.97 (显著关联); χ²=20.6 (统计显著); 死亡率=37.5%; 严重事件率=100.0%; 罕见+严重
Cisplatin,Nephropathy toxic,5,130,15.185,15.185,40.97,1.000,0.400,0.400,9.317,PRR=15.19 (显著关联); χ²=41.0 (统计显著); 死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Cisplatin,Disseminated intravascular coagulation,6,130,5.291,5.291,16.81,1.000,0.667,0.333,9.134,PRR=5.29 (显著关联); χ²=16.8 (统计显著); 死亡率=66.7%; 严重事件率=100.0%; 罕见+严重
Cisplatin,Deafness,8,130,9.123,9.123,41.67,1.000,0.250,0.000,8.847,PRR=9.12 (显著关联); χ²=41.7 (统计显著); 死亡率=25.0%; 严重事件率=100.0%; 罕见+严重
Cisplatin,Ovarian disorder,6,130,7.457,7.457,25.34,1.000,0.333,0.000,9.134,PRR=7.46 (显著关联); χ²=25.3 (统计显著); 死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Cisplatin,Renal failure chronic,5,130,9.761,9.761,27.87,1.000,0.400,0.200,9.317,PRR=9.76 (显著关联); χ²=27.9 (统计显著); 死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Lenalidomide,Acute myeloid leukaemia,5,130,6.260,6.260,18.96,1.000,0.600,0.000,9.317,PRR=6.26 (显著关联); χ²=19.0 (统计显著); 死亡率=60.0%; 严重事件率=100.0%; 罕见+严重
Bortezomib,Myelodysplastic syndrome,8,130,4.398,4.398,17.88,1.000,0.250,0.250,8.847,PRR=4.40 (显著关联); χ²=17.9 (统计显著); 死亡率=25.0%; 严重事件率=100.0%; 罕见+严重
Carfilzomib,Myocardial infarction,8,130,4.826,4.826,21.40,1.000,0.375,0.375,8.847,PRR=4.83 (显著关联); χ²=21.4 (统计显著); 死亡率=37.5%; 严重事件率=100.0%; 罕见+严重
Carfilzomib,Intestinal perforation,5,130,5.170,5.170,14.78,1.000,0.400,0.400,9.317,PRR=5.17 (显著关联); χ²=14.8 (统计显著); 死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Carfilzomib,Thrombotic microangiopathy,6,130,25.981,25.981,90.83,1.000,0.333,0.333,9.134,PRR=25.98 (显著关联); χ²=90.8 (统计显著); 死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Ibrutinib,Lymphocyte count increased,13,130,108.960,108.960,315.08,0.846,0.231,0.385,8.361,PRR=108.96 (显著关联); χ²=315.1 (统计显著); 死亡率=23.1%; 严重事件率=84.6%; 罕见+严重
Olaparib,Depression,9,130,4.036,4.036,17.34,0.889,0.222,0.333,8.729,PRR=4.04 (显著关联); χ²=17.3 (统计显著); 死亡率=22.2%; 严重事件率=88.9%; 罕见+严重
Olaparib,Intentional product misuse,14,130,29.254,29.254,183.21,0.714,0.286,0.214,8.287,PRR=29.25 (显著关联); χ²=183.2 (统计显著); 死亡率=28.6%; 严重事件率=71.4%; 罕见+严重
Olaparib,Ovarian cancer,5,130,16.174,16.174,44.11,0.800,0.800,0.400,9.317,PRR=16.17 (显著关联); χ²=44.1 (统计显著); 死亡率=80.0%; 严重事件率=80.0%; 罕见+严重
Vemurafenib,Skin reaction,7,130,22.789,22.789,86.27,1.000,0.286,0.143,8.980,PRR=22.79 (显著关联); χ²=86.3 (统计显著); 死亡率=28.6%; 严重事件率=100.0%; 罕见+严重
Vemurafenib,Metastatic malignant melanoma,8,130,15.925,15.925,74.93,1.000,0.250,0.125,8.847,PRR=15.92 (显著关联); χ²=74.9 (统计显著); 死亡率=25.0%; 严重事件率=100.0%; 罕见+严重
Dabrafenib,Ejection fraction decreased,7,130,5.976,5.976,23.96,1.000,0.286,0.286,8.980,PRR=5.98 (显著关联); χ²=24.0 (统计显著); 死亡率=28.6%; 严重事件率=100.0%; 罕见+严重
Dabrafenib,Tremor,9,130,4.851,4.851,23.33,0.556,0.333,0.333,8.729,PRR=4.85 (显著关联); χ²=23.3 (统计显著); 死亡率=33.3%; 严重事件率=55.6%; 罕见+严重
Dabrafenib,Metastatic malignant melanoma,8,130,15.575,15.575,73.03,1.000,0.750,0.375,8.847,PRR=15.57 (显著关联); χ²=73.0 (统计显著); 死亡率=75.0%; 严重事件率=100.0%; 罕见+严重
Dabrafenib,Malignant melanoma,10,130,29.244,29.244,143.67,1.000,0.300,0.300,8.623,PRR=29.24 (显著关联); χ²=143.7 (统计显著); 死亡率=30.0%; 严重事件率=100.0%; 罕见+严重
Pembrolizumab,Urinary retention,4,125,11.546,11.546,30.06,0.750,0.250,0.750,9.540,PRR=11.55 (显著关联); χ²=30.1 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=75.0%
Pembrolizumab,General physical health deterioration,8,125,2.587,2.587,7.15,0.875,0.375,0.750,8.847,PRR=2.59 (显著关联); 死亡率=37.5%; 严重事件率=87.5%; 罕见+严重; 住院率=75.0%
Pembrolizumab,Agitation,4,125,12.316,12.316,32.02,0.750,0.250,0.500,9.540,PRR=12.32 (显著关联); χ²=32.0 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=50.0%
Pembrolizumab,Metastatic malignant melanoma,4,125,8.396,8.396,21.50,1.000,0.750,0.500,9.540,PRR=8.40 (显著关联); χ²=21.5 (统计显著); 死亡率=75.0%; 罕见+严重; 住院率=50.0%
Nivolumab,Pulmonary embolism,9,125,2.103,2.103,4.81,1.000,0.222,1.000,8.729,PRR=2.10 (显著关联); 死亡率=22.2%; 严重事件率=100.0%; 罕见+严重; 住院率=100.0%
Nivolumab,Encephalopathy,3,125,5.684,5.684,10.04,1.000,0.667,1.000,9.827,PRR=5.68 (显著关联); χ²=10.0 (统计显著); 死亡率=66.7%; 罕见+严重; 住院率=100.0%
Nivolumab,Dehydration,18,125,2.073,2.073,9.15,1.000,0.222,1.000,8.036,PRR=2.07 (显著关联); 死亡率=22.2%; 严重事件率=100.0%; 罕见+严重; 住院率=100.0%
Nivolumab,Respiratory failure,8,125,2.496,2.496,6.59,1.000,0.875,0.875,8.847,PRR=2.50 (显著关联); 死亡率=87.5%; 严重事件率=100.0%; 罕见+严重; 住院率=87.5%
Nivolumab,Multiple organ dysfunction syndrome,4,125,13.004,13.004,33.61,1.000,0.750,0.750,9.540,PRR=13.00 (显著关联); χ²=33.6 (统计显著); 死亡率=75.0%; 罕见+严重; 住院率=75.0%
Nivolumab,C-reactive protein increased,4,125,4.919,4.919,10.98,1.000,0.750,0.750,9.540,PRR=4.92 (显著关联); χ²=11.0 (统计显著); 死亡率=75.0%; 罕见+严重; 住院率=75.0%
Nivolumab,Thyroiditis,4,125,36.418,36.418,74.64,1.000,0.250,1.000,9.540,PRR=36.42 (显著关联); χ²=74.6 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=100.0%
Nivolumab,Transfusion,3,125,9.745,9.745,18.92,1.000,0.667,1.000,9.827,PRR=9.75 (显著关联); χ²=18.9 (统计显著); 死亡率=66.7%; 罕见+严重; 住院率=100.0%
Atezolizumab,Sepsis,11,125,2.302,2.302,7.52,1.000,0.273,0.909,8.528,PRR=2.30 (显著关联); 死亡率=27.3%; 严重事件率=100.0%; 罕见+严重; 住院率=90.9%
Atezolizumab,Haemoptysis,4,125,5.883,5.883,14.38,1.000,1.000,1.000,9.540,PRR=5.88 (显著关联); χ²=14.4 (统计显著); 死亡率=100.0%; 罕见+严重; 住院率=100.0%
Atezolizumab,Respiratory failure,6,125,2.326,2.326,4.24,1.000,0.333,0.833,9.134,PRR=2.33 (显著关联); 死亡率=33.3%; 严重事件率=100.0%; 罕见+严重; 住院率=83.3%
Atezolizumab,Urinary retention,3,125,10.116,10.116,20.52,1.000,0.333,0.667,9.827,PRR=10.12 (显著关联); χ²=20.5 (统计显著); 死亡率=33.3%; 罕见+严重; 住院率=66.7%
Atezolizumab,Toxic epidermal necrolysis,3,125,9.051,9.051,18.17,1.000,0.333,1.000,9.827,PRR=9.05 (显著关联); χ²=18.2 (统计显著); 死亡率=33.3%; 罕见+严重; 住院率=100.0%
Atezolizumab,Meningitis,3,125,14.333,14.333,29.16,1.000,0.333,1.000,9.827,PRR=14.33 (显著关联); χ²=29.2 (统计显著); 死亡率=33.3%; 罕见+严重; 住院率=100.0%
Durvalumab,Myositis,4,125,15.613,15.613,40.02,1.000,0.750,0.750,9.540,PRR=15.61 (显著关联); χ²=40.0 (统计显著); 死亡率=75.0%; 罕见+严重; 住院率=75.0%
Durvalumab,Atrial fibrillation,8,125,2.259,2.259,5.19,1.000,0.250,0.875,8.847,PRR=2.26 (显著关联); 死亡率=25.0%; 严重事件率=100.0%; 罕见+严重; 住院率=87.5%
Durvalumab,Cerebrovascular accident,5,125,2.464,2.464,4.02,1.000,0.400,1.000,9.317,PRR=2.46 (显著关联); 死亡率=40.0%; 严重事件率=100.0%; 罕见+严重; 住院率=100.0%
Durvalumab,Product dose omission,4,125,17.032,17.032,43.18,1.000,0.250,0.500,9.540,PRR=17.03 (显著关联); χ²=43.2 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=50.0%
Ipilimumab,Chills,9,125,2.692,2.692,8.69,0.556,0.333,0.444,8.729,PRR=2.69 (显著关联); 死亡率=33.3%; 严重事件率=55.6%; 罕见+严重; 住院率=44.4%
Ipilimumab,Septic shock,5,125,2.175,2.175,2.93,1.000,0.400,1.000,9.317,PRR=2.18 (显著关联); 死亡率=40.0%; 严重事件率=100.0%; 罕见+严重; 住院率=100.0%
Ipilimumab,Haemorrhoids,3,125,6.456,6.456,11.63,1.000,0.333,1.000,9.827,PRR=6.46 (显著关联); χ²=11.6 (统计显著); 死亡率=33.3%; 罕见+严重; 住院率=100.0%
Ipilimumab,Cholecystitis,3,125,9.436,9.436,17.90,1.000,0.333,1.000,9.827,PRR=9.44 (显著关联); χ²=17.9 (统计显著); 死亡率=33.3%; 罕见+严重; 住院率=100.0%
Ipilimumab,Large intestine perforation,4,125,5.844,5.844,13.67,1.000,0.500,0.750,9.540,PRR=5.84 (显著关联); χ²=13.7 (统计显著); 死亡率=50.0%; 罕见+严重; 住院率=75.0%
Trastuzumab,Muscular weakness,11,125,2.547,2.547,9.07,1.000,0.273,0.455,8.528,PRR=2.55 (显著关联); 死亡率=27.3%; 严重事件率=100.0%; 罕见+严重; 住院率=45.5%
Trastuzumab,Hydrocephalus,4,125,11.187,11.187,25.53,1.000,0.750,1.000,9.540,PRR=11.19 (显著关联); χ²=25.5 (统计显著); 死亡率=75.0%; 罕见+严重; 住院率=100.0%
Trastuzumab,Vertigo,5,125,3.411,3.411,7.31,1.000,0.400,1.000,9.317,PRR=3.41 (显著关联); 死亡率=40.0%; 严重事件率=100.0%; 罕见+严重; 住院率=100.0%
Trastuzumab,Sleep disorder,4,125,5.084,5.084,10.69,0.750,0.250,0.500,9.540,PRR=5.08 (显著关联); χ²=10.7 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=50.0%
Trastuzumab,Mitral valve incompetence,4,125,15.983,15.983,34.44,1.000,0.250,0.500,9.540,PRR=15.98 (显著关联); χ²=34.4 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=50.0%
Trastuzumab,Cardiac failure congestive,8,125,3.068,3.068,9.65,1.000,0.250,0.625,8.847,PRR=3.07 (显著关联); 死亡率=25.0%; 严重事件率=100.0%; 罕见+严重; 住院率=62.5%
Bevacizumab,Convulsion,6,125,3.418,3.418,8.90,1.000,0.333,0.833,9.134,PRR=3.42 (显著关联); 死亡率=33.3%; 严重事件率=100.0%; 罕见+严重; 住院率=83.3%
Bevacizumab,Renal failure acute,9,125,2.215,2.215,5.38,1.000,0.222,0.667,8.729,PRR=2.22 (显著关联); 死亡率=22.2%; 严重事件率=100.0%; 罕见+严重; 住院率=66.7%
Bevacizumab,Coma,4,125,5.589,5.589,12.32,1.000,0.500,0.750,9.540,PRR=5.59 (显著关联); χ²=12.3 (统计显著); 死亡率=50.0%; 罕见+严重; 住院率=75.0%
Bevacizumab,Fistula,4,125,24.600,24.600,48.61,1.000,0.500,0.500,9.540,PRR=24.60 (显著关联); χ²=48.6 (统计显著); 死亡率=50.0%; 罕见+严重; 住院率=50.0%
Bevacizumab,Gastric perforation,3,125,7.091,7.091,12.33,1.000,0.333,1.000,9.827,PRR=7.09 (显著关联); χ²=12.3 (统计显著); 死亡率=33.3%; 罕见+严重; 住院率=100.0%
Rituximab,Lung disorder,7,125,3.194,3.194,9.05,1.000,0.286,0.571,8.980,PRR=3.19 (显著关联); 死亡率=28.6%; 严重事件率=100.0%; 罕见+严重; 住院率=57.1%
Rituximab,Fall,13,125,2.111,2.111,6.73,1.000,0.308,0.846,8.361,PRR=2.11 (显著关联); 死亡率=30.8%; 严重事件率=100.0%; 罕见+严重; 住院率=84.6%
Rituximab,Foot deformity,3,125,26.897,26.897,36.00,1.000,0.333,1.000,9.827,PRR=26.90 (显著关联); χ²=36.0 (统计显著); 死亡率=33.3%; 罕见+严重; 住院率=100.0%
Rituximab,Septic shock,7,125,2.047,2.047,3.34,1.000,0.714,0.429,8.980,PRR=2.05 (显著关联); 死亡率=71.4%; 严重事件率=100.0%; 罕见+严重; 住院率=42.9%
Rituximab,Laryngitis,3,125,16.137,16.137,25.63,1.000,0.333,0.667,9.827,PRR=16.14 (显著关联); χ²=25.6 (统计显著); 死亡率=33.3%; 罕见+严重; 住院率=66.7%
Rituximab,Arthropathy,4,125,8.969,8.969,20.43,1.000,0.250,0.500,9.540,PRR=8.97 (显著关联); χ²=20.4 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=50.0%
Rituximab,Clostridium difficile colitis,4,125,5.124,5.124,10.73,1.000,0.250,0.750,9.540,PRR=5.12 (显著关联); χ²=10.7 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=75.0%
Rituximab,Graft versus host disease,4,125,13.454,13.454,29.57,1.000,0.250,0.500,9.540,PRR=13.45 (显著关联); χ²=29.6 (统计显著); 死亡率=25.0%; 罕见+严重; 住院率=50.0%
Rituximab,Thrombotic thrombocytopenic purpura,4,125,15.376,15.376,32.92,1.000,0.500,0.500,9.540,PRR=15.38 (显著关联); χ²=32.9 (统计显著); 死亡率=50.0%; 罕见+严重; 住院率=50.0%
